Saving_id,CIF,CurrentSavingBalance,SavingProductSubcribed,ApplicationDate,UpdateDate
20604,3978,994504528,Tiết kiệm Tích Tài,2015-12-14,2020-12-23
20606,3978,1052730548,Tiết kiệm Trung Niên Tích Lộc,2015-12-14,2021-02-18
20612,3978,1158210551,Tiết kiệm Trung Niên Tích Lộc,2015-12-14,2021-04-19
20631,3982,4597903203,Tiết kiệm Đại Phát,2023-04-30,2023-05-21
20618,3982,4805864423,Tiền gửi tương lai,2023-04-30,2023-05-28
20622,3982,4725607424,Tiết kiệm Tích Tài,2023-04-30,2023-06-17
20621,3982,4689526775,Tiết kiệm Tích Tài,2023-04-30,2023-07-23
20630,3982,4636890956,Tiền gửi tương lai,2023-04-30,2023-08-20
20633,3982,4615593194,Tiền gửi tương lai,2023-04-30,2023-08-23
20620,3982,4724912244,Tiết kiệm Đại Phát,2023-04-30,2023-10-09
20617,3982,4765115742,Tiết kiệm Tích Tài,2023-04-30,2023-12-25
20627,3982,4608229212,Tiết kiệm Trung Niên Tích Lộc,2023-04-30,2024-01-26
20629,3982,4669952596,Tiền gửi tương lai,2023-04-30,2024-03-02
20632,3982,4581833522,Tiết kiệm truyền thống,2023-04-30,2024-03-12
20624,3982,4728981762,Tiết kiệm Đại Phát,2023-04-30,2024-03-29
20628,3982,4643332312,Tiết kiệm Trung Niên Tích Lộc,2023-04-30,2024-03-31
20619,3982,4761908917,Tiết kiệm Tích Tài,2023-04-30,2024-04-03
20623,3982,4693652239,Tiết kiệm Tích Tài,2023-04-30,2024-04-27
20626,3982,4657123442,Tiết kiệm Trung Niên Tích Lộc,2023-04-30,2024-05-02
20625,3982,4698030014,Tiết kiệm Đại Phát,2023-04-30,2024-05-31
20638,3983,6146767243,Tiền gửi tương lai,2003-06-04,2005-10-26
20634,3983,6121970844,Tiết kiệm Đại Phát,2003-06-04,2009-03-22
20641,3983,6104255544,Tiết kiệm Đại Phát,2003-06-04,2009-10-06
20639,3983,6184398683,Tiết kiệm Trung Niên Tích Lộc,2003-06-04,2011-07-20
20640,3983,6150786355,Tiền gửi tương lai,2003-06-04,2014-06-23
20635,3983,6075190644,Tiết kiệm Trung Niên Tích Lộc,2003-06-04,2014-08-25
20637,3983,6101622596,Tiết kiệm Tích Tài,2003-06-04,2014-09-27
20642,3983,6135776336,Tiết kiệm Đại Phát,2003-06-04,2022-05-31
20636,3983,6117110418,Tiết kiệm Trung Niên Tích Lộc,2003-06-04,2023-12-30
20652,3985,3234078059,Tiết kiệm Đại Phát,2015-09-17,2016-01-25
20647,3985,3191702402,Tiền gửi tương lai,2015-09-17,2016-07-16
20649,3985,3230446530,Tiết kiệm Tích Tài,2015-09-17,2017-02-22
20655,3985,3186410555,Tiết kiệm Đại Phát,2015-09-17,2017-09-09
20646,3985,3177782629,Tiết kiệm truyền thống,2015-09-17,2017-11-02
20653,3985,3258838081,Tiết kiệm Đại Phát,2015-09-17,2018-03-10
20654,3985,3233974933,Tiền gửi tương lai,2015-09-17,2018-09-09
20643,3985,3241096873,Tiết kiệm truyền thống,2015-09-17,2018-09-15
20650,3985,3180971582,Tiền gửi tương lai,2015-09-17,2019-02-15
20645,3985,3219238389,Tiền gửi tương lai,2015-09-17,2021-11-22
20656,3985,3216014177,Tiền gửi tương lai,2015-09-17,2023-01-02
20651,3985,3202228847,Tiết kiệm Đại Phát,2015-09-17,2023-03-01
20648,3985,3212446979,Tiết kiệm Đại Phát,2015-09-17,2024-01-15
20644,3985,3198172217,Tiết kiệm Đại Phát,2015-09-17,2024-03-12
20666,3988,2542398106,Tiết kiệm Trung Niên Tích Lộc,2015-06-30,2016-04-17
20659,3988,2563731467,Tiết kiệm Trung Niên Tích Lộc,2015-06-30,2017-03-01
20669,3988,2537852465,Tiết kiệm Trung Niên Tích Lộc,2015-06-30,2017-04-25
20668,3988,2507658074,Tiết kiệm Tích Tài,2015-06-30,2017-08-26
20664,3988,2589223886,Tiết kiệm truyền thống,2015-06-30,2017-09-25
20662,3988,2594200794,Tiết kiệm Đại Phát,2015-06-30,2018-03-18
20658,3988,2603119810,Tiền gửi tương lai,2015-06-30,2019-03-12
20657,3988,2652800580,Tiền gửi tương lai,2015-06-30,2019-08-22
20667,3988,2521769755,Tiết kiệm Trung Niên Tích Lộc,2015-06-30,2019-12-08
20661,3988,2637583355,Tiết kiệm truyền thống,2015-06-30,2020-10-16
20665,3988,2557599045,Tiết kiệm Trung Niên Tích Lộc,2015-06-30,2021-11-15
20660,3988,2589223115,Tiết kiệm Tích Tài,2015-06-30,2022-07-18
20663,3988,2629592121,Tiết kiệm Tích Tài,2015-06-30,2023-10-21
20670,3989,9988773089,Tiền gửi tương lai,2006-01-03,2010-04-15
20672,3989,9928592991,Tiết kiệm Đại Phát,2006-01-03,2022-06-13
20671,3989,9944351556,Tiết kiệm Trung Niên Tích Lộc,2006-01-03,2022-10-24
20673,3989,9956685375,Tiết kiệm truyền thống,2006-01-03,2024-01-16
20674,3989,9913295014,Tiết kiệm Đại Phát,2006-01-03,2024-03-14
20682,3992,1453507151,Tiền gửi tương lai,2016-12-06,2016-12-18
20677,3992,1460526894,Tiết kiệm Đại Phát,2016-12-06,2017-03-23
20683,3992,1484035519,Tiết kiệm Trung Niên Tích Lộc,2016-12-06,2017-06-19
20684,3992,1470575405,Tiết kiệm truyền thống,2016-12-06,2018-11-19
20688,3992,1390896190,Tiết kiệm Trung Niên Tích Lộc,2016-12-06,2018-12-09
20687,3992,1369128236,Tiết kiệm Đại Phát,2016-12-06,2019-01-29
20680,3992,1533035068,Tiết kiệm Đại Phát,2016-12-06,2019-06-27
20685,3992,1458065841,Tiết kiệm Đại Phát,2016-12-06,2019-07-24
20686,3992,1408483382,Tiền gửi tương lai,2016-12-06,2019-09-10
20678,3992,1500258609,Tiết kiệm truyền thống,2016-12-06,2021-03-03
20676,3992,1481646405,Tiết kiệm Tích Tài,2016-12-06,2022-07-28
20675,3992,1442471595,Tiết kiệm Đại Phát,2016-12-06,2023-01-24
20681,3992,1500554403,Tiết kiệm Tích Tài,2016-12-06,2023-09-27
20679,3992,1517716968,Tiết kiệm Tích Tài,2016-12-06,2023-11-25
20689,3992,1361380591,Tiết kiệm Trung Niên Tích Lộc,2016-12-06,2024-02-01
20696,3994,2049654441,Tiết kiệm Đại Phát,2004-03-02,2004-03-29
20691,3994,2035933590,Tiết kiệm Trung Niên Tích Lộc,2004-03-02,2008-12-24
20697,3994,2084315211,Tiền gửi tương lai,2004-03-02,2011-01-05
20695,3994,2019846041,Tiền gửi tương lai,2004-03-02,2014-01-28
20693,3994,2005755079,Tiết kiệm Đại Phát,2004-03-02,2015-12-25
20690,3994,2078889975,Tiết kiệm truyền thống,2004-03-02,2018-10-13
20694,3994,2032586396,Tiết kiệm Đại Phát,2004-03-02,2019-06-30
20698,3994,2053648899,Tiết kiệm truyền thống,2004-03-02,2019-12-01
20692,3994,2048155569,Tiết kiệm Tích Tài,2004-03-02,2023-02-25
20702,3996,7149129165,Tiết kiệm truyền thống,2003-11-15,2004-10-30
20703,3996,7181239844,Tiền gửi tương lai,2003-11-15,2005-02-07
20706,3996,7257187321,Tiết kiệm truyền thống,2003-11-15,2005-10-30
20701,3996,7192514317,Tiền gửi tương lai,2003-11-15,2006-04-10
20707,3996,7293969003,Tiết kiệm Đại Phát,2003-11-15,2012-08-01
20709,3996,7312336663,Tiết kiệm Trung Niên Tích Lộc,2003-11-15,2012-09-15
20710,3996,7297374822,Tiết kiệm Trung Niên Tích Lộc,2003-11-15,2014-11-17
20704,3996,7216790753,Tiết kiệm Trung Niên Tích Lộc,2003-11-15,2017-08-01
20711,3996,7254071398,Tiền gửi tương lai,2003-11-15,2019-04-03
20700,3996,7228955062,Tiền gửi tương lai,2003-11-15,2019-09-15
20712,3996,7271734461,Tiết kiệm Trung Niên Tích Lộc,2003-11-15,2019-11-24
20705,3996,7238095497,Tiền gửi tương lai,2003-11-15,2021-07-14
20708,3996,7274638318,Tiền gửi tương lai,2003-11-15,2022-06-23
20699,3996,7202569081,Tiền gửi tương lai,2003-11-15,2024-04-29
20721,3997,4064124118,Tiền gửi tương lai,2022-02-22,2022-04-07
20718,3997,4117150375,Tiết kiệm Đại Phát,2022-02-22,2022-04-14
20720,3997,4102943383,Tiền gửi tương lai,2022-02-22,2022-05-14
20717,3997,4104063299,Tiết kiệm truyền thống,2022-02-22,2022-08-22
20714,3997,4143552218,Tiền gửi tương lai,2022-02-22,2022-09-05
20722,3997,4046240607,Tiết kiệm truyền thống,2022-02-22,2022-09-21
20719,3997,4148013587,Tiết kiệm truyền thống,2022-02-22,2023-03-17
20715,3997,4099905201,Tiết kiệm Tích Tài,2022-02-22,2023-05-11
20713,3997,4188848184,Tiết kiệm truyền thống,2022-02-22,2023-10-18
20723,3997,4085937979,Tiết kiệm Trung Niên Tích Lộc,2022-02-22,2023-12-12
20716,3997,4086822748,Tiết kiệm Đại Phát,2022-02-22,2024-04-19
20729,4001,2851009353,Tiền gửi tương lai,2004-07-17,2005-05-29
20731,4001,2842401142,Tiết kiệm truyền thống,2004-07-17,2005-09-15
20734,4001,2803439049,Tiền gửi tương lai,2004-07-17,2008-02-10
20730,4001,2872314684,Tiết kiệm truyền thống,2004-07-17,2012-05-29
20724,4001,2855596234,Tiền gửi tương lai,2004-07-17,2015-01-11
20732,4001,2877307646,Tiết kiệm Trung Niên Tích Lộc,2004-07-17,2015-03-16
20735,4001,2779947919,Tiền gửi tương lai,2004-07-17,2015-05-03
20733,4001,2850528374,Tiết kiệm Đại Phát,2004-07-17,2019-07-16
20725,4001,2890467164,Tiết kiệm Đại Phát,2004-07-17,2019-09-28
20728,4001,2832358305,Tiết kiệm Đại Phát,2004-07-17,2019-10-06
20727,4001,2867427651,Tiết kiệm truyền thống,2004-07-17,2020-11-04
20726,4001,2910444978,Tiền gửi tương lai,2004-07-17,2022-04-05
20737,4004,6886845368,Tiết kiệm Đại Phát,2002-08-25,2003-09-04
20736,4004,6866813346,Tiền gửi tương lai,2002-08-25,2004-09-09
20749,4004,6769457728,Tiết kiệm Tích Tài,2002-08-25,2005-02-11
20739,4004,6955619609,Tiền gửi tương lai,2002-08-25,2005-04-08
20752,4004,6689720813,Tiết kiệm Trung Niên Tích Lộc,2002-08-25,2006-06-08
20744,4004,6830469103,Tiết kiệm Trung Niên Tích Lộc,2002-08-25,2006-09-06
20742,4004,6850570185,Tiết kiệm Tích Tài,2002-08-25,2007-09-02
20741,4004,6899127894,Tiết kiệm Đại Phát,2002-08-25,2008-07-17
20738,4004,6925667129,Tiết kiệm truyền thống,2002-08-25,2009-04-15
20753,4004,6644712254,Tiết kiệm Tích Tài,2002-08-25,2010-02-18
20750,4004,6733907481,Tiết kiệm truyền thống,2002-08-25,2010-03-13
20743,4004,6878396696,Tiết kiệm truyền thống,2002-08-25,2010-09-06
20754,4004,6630921280,Tiền gửi tương lai,2002-08-25,2010-11-19
20745,4004,6814057151,Tiết kiệm Đại Phát,2002-08-25,2014-05-09
20740,4004,6941044397,Tiền gửi tương lai,2002-08-25,2014-10-05
20747,4004,6806575156,Tiết kiệm Đại Phát,2002-08-25,2018-09-16
20748,4004,6757897193,Tiết kiệm truyền thống,2002-08-25,2019-05-10
20746,4004,6829337407,Tiết kiệm Trung Niên Tích Lộc,2002-08-25,2020-02-11
20751,4004,6722274376,Tiết kiệm Tích Tài,2002-08-25,2020-08-09
20763,4006,5100342379,Tiết kiệm Tích Tài,2005-12-05,2007-12-30
20772,4006,5062179897,Tiết kiệm Đại Phát,2005-12-05,2009-11-28
20755,4006,4940454412,Tiết kiệm Đại Phát,2005-12-05,2009-12-03
20764,4006,5132730667,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2010-06-03
20770,4006,5093461544,Tiền gửi tương lai,2005-12-05,2011-03-03
20756,4006,4983035693,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2011-07-25
20773,4006,5051658101,Tiết kiệm Đại Phát,2005-12-05,2012-11-02
20768,4006,5017700042,Tiết kiệm Đại Phát,2005-12-05,2014-08-17
20759,4006,5037607938,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2015-04-24
20761,4006,5105913474,Tiết kiệm truyền thống,2005-12-05,2016-04-01
20757,4006,5017566452,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2018-05-14
20769,4006,5049974910,Tiết kiệm Đại Phát,2005-12-05,2018-07-25
20766,4006,5079165842,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2019-07-30
20771,4006,5045985637,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2019-12-31
20762,4006,5084074484,Tiền gửi tương lai,2005-12-05,2020-06-11
20760,4006,5078433577,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2020-06-20
20767,4006,5035303273,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2020-07-13
20758,4006,5063790300,Tiết kiệm truyền thống,2005-12-05,2021-06-04
20765,4006,5093286634,Tiết kiệm Trung Niên Tích Lộc,2005-12-05,2021-09-30
20776,4009,9128840408,Tiết kiệm Tích Tài,2020-11-04,2021-02-28
20775,4009,9158975790,Tiết kiệm Tích Tài,2020-11-04,2021-05-14
20780,4009,9116941163,Tiết kiệm Trung Niên Tích Lộc,2020-11-04,2021-05-19
20778,4009,9092695815,Tiết kiệm Trung Niên Tích Lộc,2020-11-04,2021-09-15
20782,4009,9129984510,Tiết kiệm Tích Tài,2020-11-04,2021-09-25
20781,4009,9089312282,Tiết kiệm Đại Phát,2020-11-04,2021-10-08
20779,4009,9104588797,Tiết kiệm truyền thống,2020-11-04,2022-05-02
20777,4009,9114920119,Tiết kiệm Trung Niên Tích Lộc,2020-11-04,2023-11-29
20774,4009,9175613765,Tiết kiệm Trung Niên Tích Lộc,2020-11-04,2024-01-22
20783,4010,4729972529,Tiền gửi tương lai,2012-08-23,2012-11-25
20786,4010,4706341331,Tiết kiệm Tích Tài,2012-08-23,2014-04-24
20792,4010,4666310374,Tiết kiệm Tích Tài,2012-08-23,2016-12-03
20789,4010,4670600277,Tiết kiệm Tích Tài,2012-08-23,2017-10-27
20785,4010,4727069544,Tiết kiệm Trung Niên Tích Lộc,2012-08-23,2019-02-11
20788,4010,4699134462,Tiết kiệm Tích Tài,2012-08-23,2019-12-05
20784,4010,4691915623,Tiền gửi tương lai,2012-08-23,2020-12-31
20787,4010,4662750191,Tiết kiệm truyền thống,2012-08-23,2022-09-01
20791,4010,4654693907,Tiền gửi tương lai,2012-08-23,2022-11-06
20790,4010,4698330853,Tiền gửi tương lai,2012-08-23,2023-10-26
20794,4012,1822836685,Tiết kiệm Đại Phát,2005-11-21,2007-06-17
20800,4012,1794964508,Tiền gửi tương lai,2005-11-21,2010-03-08
20793,4012,1862525435,Tiết kiệm truyền thống,2005-11-21,2010-12-11
20801,4012,1761969549,Tiết kiệm Tích Tài,2005-11-21,2011-09-06
20803,4012,1764378455,Tiết kiệm Tích Tài,2005-11-21,2014-12-19
20799,4012,1837219892,Tiền gửi tương lai,2005-11-21,2015-01-21
20797,4012,1766493134,Tiết kiệm Đại Phát,2005-11-21,2015-06-02
20795,4012,1777102197,Tiền gửi tương lai,2005-11-21,2016-05-27
20802,4012,1781611165,Tiết kiệm Đại Phát,2005-11-21,2017-04-16
20798,4012,1811011858,Tiền gửi tương lai,2005-11-21,2019-09-04
20796,4012,1747377778,Tiết kiệm Tích Tài,2005-11-21,2022-05-12
20811,4015,7871289134,Tiền gửi tương lai,2015-11-22,2016-10-08
20812,4015,7838334872,Tiết kiệm Trung Niên Tích Lộc,2015-11-22,2017-10-20
20808,4015,7861940645,Tiết kiệm truyền thống,2015-11-22,2018-01-03
20816,4015,7885904518,Tiết kiệm Tích Tài,2015-11-22,2019-06-14
20810,4015,7916943118,Tiết kiệm Trung Niên Tích Lộc,2015-11-22,2019-08-13
20806,4015,7786919852,Tiết kiệm Tích Tài,2015-11-22,2021-10-25
20807,4015,7820461718,Tiết kiệm Đại Phát,2015-11-22,2022-02-19
20818,4015,7891028646,Tiết kiệm Trung Niên Tích Lộc,2015-11-22,2022-03-17
20813,4015,7884632885,Tiền gửi tương lai,2015-11-22,2022-03-29
20817,4015,7916809202,Tiền gửi tương lai,2015-11-22,2022-04-28
20805,4015,7772595174,Tiết kiệm Tích Tài,2015-11-22,2022-07-30
20804,4015,7761248569,Tiền gửi tương lai,2015-11-22,2023-06-07
20815,4015,7860863322,Tiết kiệm truyền thống,2015-11-22,2023-06-23
20809,4015,7899308463,Tiết kiệm truyền thống,2015-11-22,2023-06-24
20819,4015,7924983462,Tiết kiệm Tích Tài,2015-11-22,2023-12-23
20814,4015,7905805624,Tiền gửi tương lai,2015-11-22,2024-05-01
20820,4018,4432184734,Tiết kiệm Tích Tài,2023-04-29,2023-12-22
20821,4018,4443272959,Tiền gửi tương lai,2023-04-29,2024-02-06
20822,4019,9131019845,Tiết kiệm Trung Niên Tích Lộc,2017-07-12,2022-05-27
20823,4022,5546391710,Tiết kiệm truyền thống,2015-01-24,2016-01-02
20824,4022,5516681435,Tiết kiệm Đại Phát,2015-01-24,2023-12-27
20826,4023,5000898659,Tiết kiệm Đại Phát,2023-12-26,2024-01-08
20828,4023,4994507661,Tiền gửi tương lai,2023-12-26,2024-01-25
20834,4023,4899351204,Tiết kiệm Trung Niên Tích Lộc,2023-12-26,2024-01-27
20830,4023,4977761211,Tiết kiệm truyền thống,2023-12-26,2024-02-08
20832,4023,4968861235,Tiết kiệm Trung Niên Tích Lộc,2023-12-26,2024-02-10
20836,4023,4893649591,Tiết kiệm Trung Niên Tích Lộc,2023-12-26,2024-02-15
20829,4023,4952360282,Tiết kiệm Đại Phát,2023-12-26,2024-02-20
20835,4023,4936526010,Tiết kiệm Đại Phát,2023-12-26,2024-03-01
20837,4023,4866112666,Tiết kiệm Trung Niên Tích Lộc,2023-12-26,2024-03-05
20825,4023,4963152709,Tiết kiệm Tích Tài,2023-12-26,2024-05-04
20833,4023,4945576307,Tiết kiệm Trung Niên Tích Lộc,2023-12-26,2024-05-08
20831,4023,4928404884,Tiết kiệm Đại Phát,2023-12-26,2024-05-17
20827,4023,4980663699,Tiết kiệm Trung Niên Tích Lộc,2023-12-26,2024-05-18
20838,4024,9042826043,Tiết kiệm Trung Niên Tích Lộc,2014-11-30,2016-05-31
20841,4026,3389804208,Tiết kiệm Trung Niên Tích Lộc,2014-03-15,2016-11-04
20842,4026,3429403872,Tiết kiệm Trung Niên Tích Lộc,2014-03-15,2019-08-22
20844,4026,3382967977,Tiết kiệm Đại Phát,2014-03-15,2021-03-25
20839,4026,3404089415,Tiền gửi tương lai,2014-03-15,2022-02-24
20843,4026,3414505817,Tiết kiệm truyền thống,2014-03-15,2022-07-16
20840,4026,3426287301,Tiết kiệm truyền thống,2014-03-15,2023-06-15
20848,4027,3118630763,Tiết kiệm Trung Niên Tích Lộc,2013-12-14,2015-05-29
20852,4027,3065008250,Tiết kiệm Trung Niên Tích Lộc,2013-12-14,2015-09-12
20846,4027,3088989046,Tiết kiệm Tích Tài,2013-12-14,2016-03-12
20853,4027,3112790507,Tiết kiệm truyền thống,2013-12-14,2016-10-25
20850,4027,3126815733,Tiết kiệm Tích Tài,2013-12-14,2018-12-05
20856,4027,3135181435,Tiết kiệm Trung Niên Tích Lộc,2013-12-14,2019-04-13
20859,4027,3223824692,Tiết kiệm truyền thống,2013-12-14,2019-07-12
20854,4027,3065660666,Tiết kiệm truyền thống,2013-12-14,2019-11-21
20851,4027,3077364221,Tiết kiệm Đại Phát,2013-12-14,2020-05-27
20845,4027,3106363469,Tiền gửi tương lai,2013-12-14,2021-09-02
20855,4027,3106299632,Tiết kiệm truyền thống,2013-12-14,2022-04-27
20860,4027,3193087956,Tiết kiệm Đại Phát,2013-12-14,2022-10-16
20858,4027,3203157269,Tiết kiệm Trung Niên Tích Lộc,2013-12-14,2023-01-01
20857,4027,3162169584,Tiết kiệm Tích Tài,2013-12-14,2023-01-08
20847,4027,3100811438,Tiết kiệm Tích Tài,2013-12-14,2023-02-25
20849,4027,3155357844,Tiết kiệm Trung Niên Tích Lộc,2013-12-14,2023-03-29
20866,4032,3706944909,Tiết kiệm Trung Niên Tích Lộc,2001-11-12,2002-04-25
20864,4032,3721997334,Tiết kiệm Đại Phát,2001-11-12,2006-08-28
20867,4032,3696649105,Tiết kiệm Đại Phát,2001-11-12,2017-03-26
20863,4032,3692270856,Tiết kiệm truyền thống,2001-11-12,2018-02-12
20868,4032,3678699926,Tiền gửi tương lai,2001-11-12,2018-05-05
20865,4032,3735082181,Tiền gửi tương lai,2001-11-12,2020-03-30
20862,4032,3677006774,Tiết kiệm Tích Tài,2001-11-12,2020-04-16
20861,4032,3718426626,Tiết kiệm truyền thống,2001-11-12,2023-09-14
20874,4038,2258604396,Tiết kiệm truyền thống,2006-03-13,2006-05-19
20872,4038,2319079399,Tiền gửi tương lai,2006-03-13,2008-01-24
20880,4038,2306872950,Tiết kiệm truyền thống,2006-03-13,2009-10-15
20870,4038,2328914015,Tiết kiệm Trung Niên Tích Lộc,2006-03-13,2011-06-13
20879,4038,2289838387,Tiết kiệm Đại Phát,2006-03-13,2011-09-25
20873,4038,2294152405,Tiết kiệm truyền thống,2006-03-13,2011-09-27
20869,4038,2286717768,Tiết kiệm Trung Niên Tích Lộc,2006-03-13,2012-05-02
20876,4038,2273623363,Tiết kiệm Trung Niên Tích Lộc,2006-03-13,2013-09-21
20871,4038,2298853991,Tiết kiệm Tích Tài,2006-03-13,2014-02-08
20877,4038,2290942864,Tiết kiệm Trung Niên Tích Lộc,2006-03-13,2016-03-14
20881,4038,2288367576,Tiết kiệm Trung Niên Tích Lộc,2006-03-13,2019-09-16
20883,4038,2281651498,Tiết kiệm Đại Phát,2006-03-13,2019-09-22
20878,4038,2257978529,Tiết kiệm Đại Phát,2006-03-13,2020-04-11
20882,4038,2316462462,Tiền gửi tương lai,2006-03-13,2022-01-14
20875,4038,2229960262,Tiết kiệm Đại Phát,2006-03-13,2022-09-17
20884,4039,9382964791,Tiền gửi tương lai,2011-03-15,2012-02-14
20893,4039,9361230437,Tiết kiệm Trung Niên Tích Lộc,2011-03-15,2012-10-06
20891,4039,9338116384,Tiết kiệm truyền thống,2011-03-15,2013-02-14
20889,4039,9278739939,Tiết kiệm Tích Tài,2011-03-15,2014-02-20
20888,4039,9263661881,Tiền gửi tương lai,2011-03-15,2014-04-15
20885,4039,9335762990,Tiết kiệm truyền thống,2011-03-15,2014-09-17
20895,4039,9351910260,Tiết kiệm Đại Phát,2011-03-15,2015-05-26
20896,4039,9306059530,Tiết kiệm Đại Phát,2011-03-15,2015-07-03
20890,4039,9305154846,Tiết kiệm Trung Niên Tích Lộc,2011-03-15,2015-07-27
20894,4039,9312802389,Tiền gửi tương lai,2011-03-15,2015-10-16
20892,4039,9349372444,Tiết kiệm truyền thống,2011-03-15,2022-07-12
20886,4039,9353246223,Tiền gửi tương lai,2011-03-15,2022-12-04
20897,4039,9280963875,Tiết kiệm Tích Tài,2011-03-15,2023-07-24
20898,4039,9246923038,Tiết kiệm Trung Niên Tích Lộc,2011-03-15,2024-01-11
20887,4039,9310934469,Tiết kiệm truyền thống,2011-03-15,2024-04-18
20903,4043,5517856940,Tiết kiệm Trung Niên Tích Lộc,2017-11-14,2020-05-11
20901,4043,5564370484,Tiết kiệm Trung Niên Tích Lộc,2017-11-14,2020-09-29
20900,4043,5540596506,Tiết kiệm Trung Niên Tích Lộc,2017-11-14,2022-04-05
20899,4043,5567432452,Tiết kiệm truyền thống,2017-11-14,2022-07-22
20902,4043,5529664372,Tiết kiệm Đại Phát,2017-11-14,2023-08-09
20922,4047,8069364200,Tiết kiệm truyền thống,2022-02-15,2022-03-20
20906,4047,7941861181,Tiết kiệm Đại Phát,2022-02-15,2022-04-03
20907,4047,7900415003,Tiền gửi tương lai,2022-02-15,2022-04-14
20916,4047,7992246048,Tiết kiệm truyền thống,2022-02-15,2022-05-12
20917,4047,8026072060,Tiền gửi tương lai,2022-02-15,2022-05-30
20910,4047,7936951041,Tiết kiệm Đại Phát,2022-02-15,2022-06-10
20921,4047,8118519592,Tiết kiệm Tích Tài,2022-02-15,2022-08-09
20919,4047,8060029380,Tiền gửi tương lai,2022-02-15,2022-09-02
20908,4047,7940065425,Tiết kiệm truyền thống,2022-02-15,2022-09-06
20904,4047,8012546026,Tiết kiệm Tích Tài,2022-02-15,2023-02-23
20911,4047,7896708350,Tiết kiệm Đại Phát,2022-02-15,2023-03-24
20912,4047,7925577398,Tiền gửi tương lai,2022-02-15,2023-06-26
20905,4047,7987249814,Tiết kiệm truyền thống,2022-02-15,2023-07-29
20913,4047,7914444624,Tiết kiệm truyền thống,2022-02-15,2023-09-06
20918,4047,8015482843,Tiết kiệm Trung Niên Tích Lộc,2022-02-15,2023-12-09
20914,4047,7933277125,Tiết kiệm Đại Phát,2022-02-15,2024-01-19
20915,4047,7946709110,Tiết kiệm truyền thống,2022-02-15,2024-02-06
20920,4047,8101340336,Tiền gửi tương lai,2022-02-15,2024-05-13
20909,4047,7969912738,Tiết kiệm Tích Tài,2022-02-15,2024-05-28
20927,4049,394805676,Tiết kiệm Tích Tài,2024-01-03,2024-01-12
20925,4049,399804861,Tiết kiệm Tích Tài,2024-01-03,2024-02-23
20929,4049,418836785,Tiền gửi tương lai,2024-01-03,2024-02-28
20928,4049,379074548,Tiền gửi tương lai,2024-01-03,2024-03-06
20923,4049,441092577,Tiết kiệm Tích Tài,2024-01-03,2024-03-07
20926,4049,425806856,Tiết kiệm Tích Tài,2024-01-03,2024-05-14
20924,4049,412392673,Tiết kiệm truyền thống,2024-01-03,2024-05-26
20932,4052,2697373809,Tiết kiệm Đại Phát,2005-09-22,2005-12-13
20933,4052,2736504635,Tiết kiệm truyền thống,2005-09-22,2008-01-26
20931,4052,2746235086,Tiết kiệm truyền thống,2005-09-22,2010-06-16
20935,4052,2737155695,Tiết kiệm truyền thống,2005-09-22,2011-01-31
20936,4052,2752026584,Tiết kiệm truyền thống,2005-09-22,2015-10-04
20930,4052,2779275575,Tiết kiệm Trung Niên Tích Lộc,2005-09-22,2019-06-09
20934,4052,2754759362,Tiền gửi tương lai,2005-09-22,2022-05-30
20944,4053,614099094,Tiết kiệm Trung Niên Tích Lộc,2016-03-31,2016-05-24
20937,4053,698814413,Tiết kiệm Tích Tài,2016-03-31,2017-12-12
20938,4053,654057819,Tiết kiệm Tích Tài,2016-03-31,2018-01-01
20942,4053,674767762,Tiết kiệm Tích Tài,2016-03-31,2018-01-14
20943,4053,633284727,Tiết kiệm Trung Niên Tích Lộc,2016-03-31,2019-01-20
20940,4053,702433194,Tiết kiệm Tích Tài,2016-03-31,2019-04-21
20947,4053,662610495,Tiết kiệm truyền thống,2016-03-31,2020-01-25
20946,4053,638152196,Tiết kiệm Tích Tài,2016-03-31,2020-01-27
20941,4053,717689682,Tiết kiệm Đại Phát,2016-03-31,2020-02-03
20939,4053,684068942,Tiết kiệm Tích Tài,2016-03-31,2022-11-01
20945,4053,650045539,Tiết kiệm Tích Tài,2016-03-31,2023-05-09
20951,4055,2023046966,Tiết kiệm truyền thống,2018-01-31,2018-08-21
20954,4055,2108486963,Tiết kiệm Tích Tài,2018-01-31,2019-07-27
20950,4055,2003597497,Tiết kiệm truyền thống,2018-01-31,2020-03-06
20949,4055,2046537343,Tiết kiệm Trung Niên Tích Lộc,2018-01-31,2022-08-31
20953,4055,2063521194,Tiết kiệm Đại Phát,2018-01-31,2022-10-26
20952,4055,2042408253,Tiết kiệm Đại Phát,2018-01-31,2023-01-08
20948,4055,2089273512,Tiết kiệm Tích Tài,2018-01-31,2023-03-09
20956,4056,3420260486,Tiền gửi tương lai,2016-07-28,2016-08-29
20967,4056,3259246980,Tiết kiệm Đại Phát,2016-07-28,2017-04-06
