Loan ID,CIF Number,Annual Income,Purpose,Home Ownership,Loan Amount,Loan Date,Due Date,Loan Term,Monthly Debt,Years of Credit History,Interest Rate,Total Paid,Months since last delinquency
7435,7001,313692000,Business,Other,903927784,2020-08-01,2024-12-01,52,17383226,2,8.5,147089743,10
7436,5681,321768000,Business,Rent,719406414,2023-01-16,2025-04-16,27,26644682,5,8.5,172039408,6
7437,4355,788508000,Business,Other,546168598,2024-04-09,2025-05-09,13,42012969,10,8.5,288910327,1
7438,2292,706716000,Real Estate,Mortgage,182332608,2023-06-16,2027-12-16,54,3376529,2,6.5,30163905,25
7439,4477,469392000,Automobile,Own,676395564,2020-11-06,2025-06-06,55,12298101,1,7.5,198502834,3
7440,6307,718296000,Home,Rent,460807299,2024-01-15,2026-06-15,29,15889906,6,7,343753052,4
7441,5115,479496000,Others,Other,476771966,2024-06-03,2024-11-03,5,95354393,9,9,222182809,1
7442,1213,411612000,Automobile,Own,487767531,2021-12-12,2025-11-12,47,10378032,6,7.5,329801950,11
7443,619,695124000,Home,Rent,433166524,2022-11-17,2027-02-17,51,8493461,9,7,224504075,13
7444,5452,168300000,Home,Own,857064480,2023-11-11,2025-12-11,25,34282579,8,7,828654042,9
7445,4549,517524000,Business,Rent,500621081,2020-01-03,2024-10-03,57,8782825,2,8.5,278577377,12
7446,3487,377520000,Automobile,Mortgage,949916013,2022-09-29,2024-06-29,21,45234095,8,7.5,273989144,8
7447,2406,173736000,Home,Mortgage,751087886,2024-01-11,2027-02-11,37,20299672,3,7,36398297,9
7448,1464,188772000,Others,Mortgage,28497278,2023-01-09,2026-02-09,37,770196,7,9,9265809,14
7449,6030,475740000,Others,Other,914764643,2024-05-12,2026-12-12,31,29508536,8,9,892712613,11
7450,3459,54576000,Business,Own,387724371,2022-03-05,2026-09-05,54,7180080,10,8.5,57332804,4
7451,4118,395568000,Business,Other,640198156,2022-02-19,2025-05-19,39,16415337,3,8.5,150581855,14
7452,5,746820000,Home,Mortgage,634665639,2022-04-28,2026-03-28,47,13503524,4,7,384401227,2
7453,8619,165960000,Real Estate,Mortgage,619672894,2023-08-10,2024-08-10,12,51639407,6,6.5,367333419,4
7454,1150,52560000,Real Estate,Other,753654434,2023-12-04,2028-02-04,50,15073088,9,6.5,550350366,14
7455,9839,655848000,Others,Mortgage,68471240,2023-12-31,2025-02-28,14,4890802,6,9,9757192,4
7456,938,625752000,Home,Other,950138312,2024-05-01,2024-11-01,6,158356385,4,7,711165594,1
7457,3554,193848000,Others,Mortgage,599609723,2024-01-16,2024-07-16,6,99934953,7,9,143267035,2
7458,3399,540144000,Consumer,Other,581201156,2023-11-10,2028-09-10,58,10020709,9,6.5,171726703,2
7459,2868,512232000,Others,Mortgage,803593565,2020-01-07,2025-01-07,60,13393226,5,9,620105698,4
7460,31,476604000,Automobile,Rent,374701640,2022-10-13,2025-10-13,36,10408378,5,7.5,188971931,15
7461,2182,384552000,Business,Mortgage,597464787,2021-04-12,2024-07-12,39,15319609,5,8.5,133395558,3
7462,8308,684612000,Others,Other,815966285,2023-12-23,2026-02-23,26,31383318,6,9,716567289,10
7463,4089,56904000,Others,Other,873219557,2024-03-11,2024-10-11,7,124745651,8,9,842011362,2
7464,5566,358668000,Others,Rent,514340277,2024-04-29,2025-03-29,11,46758207,1,9,314310306,3
7465,4610,233580000,Consumer,Own,515963083,2023-05-31,2024-08-31,15,34397538,8,6.5,241256550,5
7466,1396,568152000,Business,Own,688147167,2023-11-04,2026-12-04,37,18598572,6,8.5,687718308,2
7467,6061,587100000,Home,Own,610714369,2022-08-25,2024-12-25,28,21811227,1,7,537870940,10
7468,5304,705096000,Consumer,Rent,870935109,2022-12-04,2025-03-04,27,32256855,4,6.5,379680825,5
7469,7278,283824000,Consumer,Mortgage,629943641,2024-01-15,2024-11-15,10,62994364,8,6.5,109010903,1
7470,7983,370080000,Others,Own,477695579,2021-10-03,2024-10-03,36,13269321,10,9,214893825,10
7471,7681,235740000,Home,Other,341307713,2023-12-19,2025-11-19,23,14839465,4,7,221821862,4
7472,7420,472596000,Others,Rent,170879813,2023-10-15,2026-08-15,34,5025876,9,9,127230932,1
7473,7062,559032000,Consumer,Other,160817933,2021-03-28,2025-04-28,49,3281998,4,6.5,120277237,10
7474,9615,627144000,Automobile,Rent,506420157,2023-09-18,2028-07-18,58,8731382,6,7.5,389963816,2
7475,6075,313344000,Others,Other,773722737,2021-06-18,2025-01-18,43,17993552,8,9,28003837,10
7476,6253,434856000,Consumer,Rent,652109959,2022-12-23,2025-01-23,25,26084398,10,6.5,43539838,8
7477,8107,705024000,Real Estate,Other,183682815,2023-08-28,2025-12-28,28,6560100,2,6.5,21515925,4
7478,4397,563364000,Real Estate,Rent,166448484,2024-05-09,2028-06-09,49,3396907,5,6.5,39157230,22
7479,2826,290460000,Home,Rent,250336151,2023-11-11,2025-10-11,23,10884180,2,7,109954629,2
7480,9115,525084000,Home,Rent,402837565,2024-05-19,2025-05-19,12,33569797,2,7,37149284,5
7481,6359,362232000,Home,Rent,261955346,2023-04-07,2026-02-07,34,7704569,6,7,72669799,11
7482,1919,53844000,Consumer,Own,323881934,2024-06-05,2027-08-05,38,8523208,6,6.5,84132070,17
7483,4042,199284000,Home,Mortgage,402616440,2024-04-30,2025-02-28,10,40261644,2,7,292958408,4
7484,9539,451392000,Others,Rent,390182895,2022-06-29,2024-07-29,25,15607315,7,9,341414422,9
7485,6889,56352000,Consumer,Rent,523917414,2023-10-26,2024-09-26,11,47628855,10,6.5,264890089,1
7486,5422,674160000,Automobile,Rent,758644821,2023-10-28,2026-05-28,31,24472413,10,7.5,153196175,6
7487,2249,461124000,Real Estate,Mortgage,579414424,2024-05-15,2027-12-15,43,13474754,2,6.5,406620107,5
7488,331,303432000,Business,Other,601999044,2022-09-23,2027-09-23,60,10033317,3,8.5,139328388,19
7489,5112,596604000,Business,Own,508338637,2023-05-25,2026-09-25,40,12708465,6,8.5,437399390,8
7490,176,311388000,Automobile,Rent,221794011,2021-10-12,2026-09-12,59,3759220,9,7.5,85633280,12
7491,6065,692412000,Home,Mortgage,425539588,2021-09-16,2025-04-16,43,9896269,10,7,77206778,2
7492,8813,57252000,Business,Other,303247494,2022-11-19,2025-05-19,30,10108249,9,8.5,218168977,1
7493,5417,567348000,Consumer,Mortgage,403462156,2021-12-22,2024-12-22,36,11207282,1,6.5,161818837,10
7494,7639,616164000,Business,Other,92468981,2024-03-10,2024-08-10,5,18493796,10,8.5,55142929,1
7495,7082,419244000,Automobile,Own,950887787,2023-08-04,2025-04-04,20,47544389,5,7.5,633325243,2
7496,6662,486996000,Real Estate,Rent,794588208,2022-09-09,2026-04-09,43,18478795,2,6.5,433504969,14
7497,2179,127344000,Home,Own,327269052,2022-12-27,2027-01-27,49,6678960,10,7,191743546,7
7498,5186,779592000,Real Estate,Other,925232124,2023-09-20,2024-12-20,15,61682141,3,6.5,367734198,5
7499,6654,249468000,Business,Rent,691575306,2023-06-28,2026-09-28,39,17732700,10,8.5,107250654,1
7500,5441,725892000,Automobile,Rent,89393928,2024-03-11,2025-06-11,15,5959595,2,7.5,84265405,5
7501,6586,633444000,Business,Mortgage,990021483,2024-03-26,2024-07-26,4,247505370,8,8.5,692803393,1
7502,9824,392172000,Automobile,Other,398998831,2024-02-15,2028-05-15,51,7823506,10,7.5,250401224,4
7503,5874,270060000,Automobile,Mortgage,704309563,2022-01-01,2025-09-01,44,16007035,5,7.5,448651122,12
7504,5828,472404000,Real Estate,Mortgage,668931460,2021-09-29,2025-07-29,46,14541988,2,6.5,81060831,3
7505,5579,797568000,Business,Rent,534388865,2023-11-08,2024-07-08,8,66798608,1,8.5,462487947,2
7506,3841,798024000,Others,Mortgage,163041769,2023-06-21,2026-03-21,33,4940659,2,9,81950447,13
7507,3446,310344000,Real Estate,Own,864964350,2021-11-09,2025-05-09,42,20594389,8,6.5,628530504,10
7508,1021,539448000,Real Estate,Own,130384104,2024-06-14,2028-10-14,52,2507386,1,6.5,52512998,19
7509,6577,384348000,Business,Own,72501259,2024-03-18,2024-07-18,4,18125314,2,8.5,44258736,1
7510,9375,709476000,Automobile,Rent,876792192,2024-04-30,2028-07-30,51,17192003,5,7.5,706081996,2
7511,3412,164148000,Automobile,Mortgage,45127573,2024-05-05,2028-10-05,53,851463,9,7.5,42389405,25
7512,96,53280000,Business,Other,613256489,2020-10-31,2025-02-28,52,11793394,10,8.5,128242409,15
7513,5664,364752000,Consumer,Rent,510275436,2024-03-27,2025-02-27,11,46388676,6,6.5,119361781,1
7514,185,418404000,Real Estate,Own,649759534,2023-11-12,2027-03-12,40,16243988,7,6.5,569815418,1
7515,5951,211284000,Consumer,Other,829617614,2023-04-07,2025-04-07,24,34567400,6,6.5,644912022,1
7516,4165,556836000,Automobile,Rent,972874046,2020-11-28,2024-08-28,45,21619423,3,7.5,298754320,19
7517,9433,723792000,Automobile,Other,578290317,2022-03-24,2025-04-24,37,15629468,8,7.5,212212965,12
7518,2955,438216000,Automobile,Own,411708658,2024-03-19,2026-11-19,32,12865895,6,7.5,191069597,9
7519,1475,234528000,Business,Mortgage,77156694,2020-06-27,2024-12-27,54,1428827,5,8.5,50254391,3
7520,1702,191556000,Business,Own,625900916,2024-05-16,2027-03-16,34,18408850,6,8.5,70575987,1
7521,1237,836400000,Others,Own,792209888,2024-03-16,2025-09-16,18,44011660,10,9,517577386,7
7522,2466,147204000,Others,Rent,779914632,2023-05-30,2025-08-30,27,28885727,10,9,312052821,12
7523,7485,140856000,Others,Rent,919611899,2023-06-04,2028-06-04,60,15326864,1,9,355754641,11
7524,2895,259392000,Business,Other,544490481,2023-07-19,2026-11-19,40,13612262,2,8.5,19971275,15
7525,3897,827256000,Consumer,Mortgage,629653191,2022-03-05,2025-01-05,34,18519211,5,6.5,152330349,8
7526,4453,546660000,Others,Own,357026376,2021-04-29,2025-04-29,48,7438049,4,9,264924537,19
7527,692,48576000,Consumer,Mortgage,388951906,2023-05-10,2024-11-10,18,21608439,10,6.5,55565063,4
7528,6974,317712000,Real Estate,Own,125989787,2022-05-13,2025-06-13,37,3405129,6,6.5,76039447,3
7529,3334,145260000,Automobile,Own,243692386,2023-10-28,2026-11-28,37,6586280,8,7.5,220309467,5
7530,3870,775824000,Home,Own,658680148,2023-07-18,2024-08-18,13,50667703,7,7,554878969,4
7531,5341,352344000,Home,Rent,884093281,2024-06-08,2026-08-08,26,34003587,2,7,45887810,4
7532,5716,723564000,Automobile,Other,360502128,2023-12-14,2024-07-14,7,51500304,9,7.5,180756426,1
7533,9287,568632000,Others,Mortgage,535880099,2023-04-23,2024-07-23,15,35725339,2,9,324438273,1
7534,3081,708696000,Business,Own,720351706,2024-03-06,2028-04-06,49,14701055,10,8.5,117551400,6
7535,5921,565224000,Home,Own,497363462,2023-02-28,2026-11-28,45,11052521,3,7,41605605,19
7536,3549,229104000,Home,Mortgage,327910993,2024-02-21,2028-11-21,57,5752824,1,7,88097679,13
7537,5807,541176000,Home,Own,415444907,2023-08-25,2024-10-25,14,29674636,2,7,163534442,6
7538,344,38292000,Automobile,Other,252398959,2024-03-16,2024-07-16,4,63099739,3,7.5,233734976,1
7539,9097,238428000,Home,Own,117320219,2021-02-16,2025-08-16,54,2172596,4,7,84215357,1
7540,8450,365328000,Business,Own,494340993,2022-09-14,2024-08-14,23,21493086,2,8.5,330138192,7
7541,7322,180324000,Home,Other,579954015,2023-10-02,2024-12-02,14,41425286,6,7,197023751,4
7542,7170,699300000,Real Estate,Rent,335779716,2022-08-09,2025-04-09,32,10493116,7,6.5,84074681,1
7543,6192,51240000,Automobile,Own,936305824,2024-04-27,2024-11-27,7,133757974,5,7.5,398421040,1
7544,7214,54324000,Real Estate,Rent,853649869,2024-06-04,2024-11-04,5,170729973,2,6.5,650707499,1
7545,5378,677052000,Home,Mortgage,269241517,2023-04-06,2026-09-06,41,6566866,7,7,128102403,10
7546,1732,726672000,Home,Other,474826600,2023-01-21,2025-09-21,32,14838331,3,7,277340372,6
7547,5518,227604000,Home,Mortgage,119853658,2021-12-07,2024-07-07,31,3866247,3,7,114879748,3
7548,6157,42696000,Business,Other,966697506,2022-11-07,2025-08-07,33,29293863,7,8.5,177391361,11
7549,1640,777804000,Consumer,Mortgage,246130392,2021-11-06,2025-08-06,45,5469564,7,6.5,218321197,19
7550,6560,165732000,Business,Own,872716588,2023-02-28,2024-11-28,21,41557932,10,8.5,449895233,8
7551,9794,55800000,Consumer,Other,624111337,2022-01-23,2025-05-23,40,15602783,5,6.5,568302753,1
7552,5729,166128000,Home,Mortgage,588323115,2024-04-14,2024-09-14,5,117664623,5,7,245203696,1
7553,2351,59820000,Others,Other,152888792,2024-01-18,2024-07-18,6,25481465,7,9,31833640,2
7554,3040,408324000,Automobile,Rent,958353345,2024-03-11,2024-12-11,9,106483705,1,7.5,907993765,3
7555,4951,59268000,Business,Other,809105993,2020-10-06,2025-01-06,51,15864823,7,8.5,360719714,21
7556,1407,761460000,Consumer,Own,800294879,2024-01-10,2026-09-10,32,25009214,10,6.5,25776578,5
7557,6190,342852000,Automobile,Own,802276887,2024-06-17,2027-12-17,42,19101830,10,7.5,639439630,3
7558,2751,418308000,Real Estate,Other,27820551,2022-12-30,2026-03-30,39,713347,3,6.5,4474710,9
7559,3704,259416000,Consumer,Rent,761393087,2023-08-09,2027-01-09,41,18570563,3,6.5,57980533,8
7560,4242,223680000,Automobile,Mortgage,669417755,2022-12-31,2024-11-30,23,29105119,3,7.5,194833781,9
7561,9521,791976000,Others,Own,465733790,2024-05-16,2026-07-16,26,17912838,8,9,83933089,7
7562,4849,616656000,Consumer,Own,822511924,2024-03-12,2026-02-12,23,35761388,10,6.5,650356145,7
7563,9057,668424000,Real Estate,Other,141792793,2024-03-17,2025-01-17,10,14179279,9,6.5,101433308,1
7564,9359,733692000,Home,Other,224542509,2023-03-07,2027-08-07,53,4236651,9,7,70180974,6
7565,2215,810360000,Consumer,Mortgage,262405006,2024-05-30,2026-07-30,26,10092500,3,6.5,224356242,7
7566,4410,175356000,Consumer,Own,529839803,2022-10-31,2024-09-30,23,23036513,10,6.5,504874177,3
7567,8516,353460000,Consumer,Rent,675241086,2024-04-18,2027-02-18,34,19860031,10,6.5,469341359,13
7568,4544,601992000,Home,Other,757239552,2023-02-04,2024-08-04,18,42068864,8,7,526771615,1
7569,5259,202248000,Automobile,Mortgage,58364423,2024-04-03,2024-08-03,4,14591105,9,7.5,41557546,1
7570,2100,318228000,Business,Mortgage,497986152,2023-07-11,2025-12-11,29,17171936,8,8.5,285363564,11
7571,6801,59604000,Others,Mortgage,83901579,2021-11-16,2026-09-16,58,1446578,9,9,34899441,13
7572,1332,168300000,Business,Own,173988657,2022-11-07,2024-11-07,24,7249527,7,8.5,46187292,7
7573,4198,39348000,Business,Mortgage,691821172,2023-08-09,2026-10-09,38,18205820,6,8.5,341707758,13
7574,5523,43608000,Consumer,Mortgage,888279873,2023-06-02,2026-12-02,42,21149520,8,6.5,343408002,4
7575,3669,587928000,Home,Mortgage,488611454,2022-12-24,2027-10-24,58,8424335,7,7,185084485,17
7576,6245,336024000,Home,Own,926253414,2023-01-16,2027-09-16,56,16540239,3,7,607764065,23
7577,9691,689148000,Real Estate,Other,837912895,2023-03-26,2024-12-26,21,39900614,5,6.5,107400821,8
7578,7732,486372000,Others,Mortgage,446522408,2022-05-27,2026-10-27,53,8424951,7,9,255400172,10
7579,870,259104000,Others,Mortgage,555670815,2024-04-17,2027-05-17,37,15018130,10,9,123439040,2
7580,4139,814020000,Home,Other,155706898,2024-02-27,2027-12-27,46,3384932,5,7,94431441,1
7581,9029,122400000,Home,Other,627920779,2022-06-07,2026-11-07,53,11847561,4,7,327058013,23
7582,6920,586128000,Consumer,Rent,968826162,2024-05-15,2027-06-15,37,26184490,3,6.5,43108937,15
7583,2178,626496000,Business,Mortgage,145960720,2024-02-16,2024-10-16,8,18245090,7,8.5,112895808,1
7584,6883,671544000,Automobile,Other,121165020,2023-11-02,2024-07-02,8,15145627,7,7.5,65691969,3
7585,3749,367128000,Automobile,Other,633443078,2023-06-19,2025-04-19,22,28792867,2,7.5,184534829,8
7586,5538,370332000,Home,Mortgage,408079888,2020-04-11,2024-07-11,51,8001566,2,7,98762646,13
7587,1056,243564000,Home,Mortgage,233148054,2022-08-19,2024-08-19,24,9714502,2,7,151990708,9
7588,8042,672804000,Consumer,Mortgage,171661954,2023-05-07,2026-01-07,32,5364436,4,6.5,42412690,8
7589,643,412740000,Real Estate,Other,399604360,2021-12-01,2026-05-01,53,7539704,1,6.5,299267106,23
7590,2947,794172000,Home,Other,792003967,2022-11-14,2024-11-14,24,33000165,2,7,395542775,1
7591,9297,50352000,Consumer,Other,379148457,2023-10-18,2025-05-18,19,19955181,6,6.5,377692620,3
7592,2138,425496000,Business,Other,150272987,2020-07-27,2025-01-27,54,2782833,10,8.5,68989645,12
7593,8109,479748000,Automobile,Own,9500972,2023-03-31,2027-10-31,55,172744,2,7.5,8988715,17
7594,7401,386268000,Business,Rent,659394012,2022-12-16,2024-09-16,21,31399714,1,8.5,402749466,8
7595,5555,518292000,Consumer,Rent,494677308,2023-06-13,2027-07-13,49,10095455,5,6.5,460697707,10
7596,5540,229464000,Consumer,Other,870533599,2024-06-13,2026-07-13,25,34821343,8,6.5,243128999,6
7597,2709,131340000,Business,Rent,461678276,2024-05-26,2027-08-26,39,11837904,8,8.5,189813930,15
7598,173,791004000,Automobile,Mortgage,36670258,2023-08-23,2024-11-23,15,2444683,1,7.5,8335102,2
7599,6609,548208000,Others,Other,718342130,2022-08-11,2027-05-11,57,12602493,3,9,185543794,19
7600,3885,249804000,Real Estate,Mortgage,630538957,2022-10-24,2025-05-24,31,20339966,1,6.5,383256858,10
7601,1845,412164000,Consumer,Mortgage,879388715,2023-08-02,2026-03-02,31,28367377,5,6.5,310672252,1
7602,5120,567960000,Automobile,Mortgage,965592465,2023-03-17,2024-08-17,17,56799556,7,7.5,115151181,1
7603,861,662052000,Home,Own,734880510,2024-05-29,2027-02-28,33,22269106,7,7,189861004,5
7604,8129,53172000,Automobile,Rent,156720638,2023-11-26,2024-09-26,10,15672063,8,7.5,114848304,2
7605,454,501348000,Real Estate,Other,825687294,2023-08-02,2025-11-02,27,30581010,3,6.5,681576260,10
7606,1047,813924000,Others,Own,553674283,2024-04-17,2026-02-17,22,25167012,5,9,366782988,10
7607,7212,591972000,Real Estate,Rent,670544505,2023-01-03,2024-09-03,20,33527225,5,6.5,587622118,2
7608,8245,714108000,Automobile,Own,382141524,2024-06-03,2026-10-03,28,13647911,9,7.5,156357456,12
7609,6852,52704000,Business,Rent,234987015,2024-05-22,2024-10-22,5,46997403,2,8.5,194524260,1
7610,279,140544000,Others,Mortgage,707158960,2022-08-23,2025-03-23,31,22811579,6,9,436176032,9
7611,4656,434940000,Real Estate,Other,898603017,2021-05-06,2026-01-06,56,16046482,3,6.5,307104655,5
7612,9253,561852000,Others,Mortgage,721226093,2023-11-26,2025-10-26,23,31357656,1,9,602385440,1
7613,2434,735624000,Business,Own,674701158,2021-02-06,2025-11-06,57,11836862,5,8.5,71083324,21
7614,9355,311976000,Consumer,Other,576756919,2021-11-18,2024-08-18,33,17477482,3,6.5,147940595,14
7615,9202,301032000,Real Estate,Own,239742645,2021-01-02,2025-05-02,52,4610435,1,6.5,37286610,23
7616,558,121452000,Real Estate,Rent,195816134,2023-07-25,2027-05-25,46,4256872,8,6.5,127229959,2
7617,4151,783684000,Automobile,Rent,310019916,2020-11-28,2024-06-28,43,7209765,9,7.5,109203197,7
7618,3620,525720000,Business,Rent,69705709,2022-01-13,2025-06-13,41,1700139,7,8.5,9206717,8
7619,959,238104000,Others,Rent,653714423,2023-03-11,2028-01-11,58,11270938,1,9,345070110,8
7620,8976,599844000,Business,Other,75584681,2021-04-18,2025-12-18,56,1349726,8,8.5,19086696,4
7621,7965,870852000,Home,Other,371321820,2021-06-10,2026-01-10,55,6751305,1,7,28944102,3
7622,4746,238512000,Home,Mortgage,935481517,2023-08-10,2024-07-10,11,85043774,8,7,500875411,4
7623,6426,480948000,Others,Rent,14986270,2023-06-05,2026-09-05,39,384263,6,9,3772243,9
7624,5374,616632000,Home,Mortgage,929923338,2024-01-27,2028-07-27,54,17220802,3,7,242106548,22
7625,4427,638436000,Real Estate,Other,889825481,2019-07-25,2024-06-25,59,15081787,6,6.5,25354291,17
7626,6176,176244000,Automobile,Mortgage,79959968,2021-05-20,2025-06-20,49,1631836,4,7.5,49660685,18
7627,623,202908000,Home,Rent,637285370,2023-06-28,2026-02-28,32,19915167,5,7,129228819,1
7628,4983,868080000,Consumer,Rent,611321667,2022-11-05,2024-08-05,21,29110555,2,6.5,552762439,1
7629,8244,827136000,Real Estate,Rent,992414571,2023-12-29,2025-10-29,22,45109753,7,6.5,282207806,10
7630,270,402168000,Automobile,Mortgage,358396755,2020-07-13,2024-07-13,48,7466599,7,7.5,263447256,9
7631,248,55452000,Business,Rent,92813474,2023-05-18,2025-07-18,26,3569749,2,8.5,18208860,12
7632,8635,503652000,Consumer,Rent,667174325,2024-04-08,2024-10-08,6,111195720,6,6.5,528246393,2
7633,6717,457704000,Consumer,Other,283096882,2021-09-24,2025-06-24,45,6291041,4,6.5,176729070,15
7634,8063,478668000,Home,Own,168667591,2023-06-17,2027-10-17,52,3243607,7,7,45878747,3
7635,2335,188400000,Business,Other,857306523,2022-05-18,2026-02-18,45,19051256,8,8.5,682486301,10
7636,4857,316776000,Others,Other,156517471,2022-07-21,2025-01-21,30,5217249,1,9,46272176,7
7637,2884,696204000,Business,Rent,760985393,2023-01-23,2027-01-23,48,15853862,1,8.5,569085715,1
7638,5416,257076000,Real Estate,Rent,79612892,2024-02-29,2025-12-29,22,3618767,2,6.5,77363001,4
7639,9603,137412000,Business,Mortgage,718717480,2023-10-05,2027-08-05,46,15624293,5,8.5,664129578,11
7640,8754,738960000,Home,Mortgage,602214536,2021-06-10,2025-01-10,43,14004989,9,7,581078549,8
7641,4614,835920000,Automobile,Mortgage,169908673,2022-05-30,2027-02-28,57,2980853,3,7.5,111700959,19
7642,20,359616000,Business,Other,535966059,2024-05-26,2024-09-26,4,133991514,6,8.5,177819853,1
7643,6536,133404000,Home,Rent,768076533,2023-10-12,2024-09-12,11,69825139,6,7,319906674,2
7644,9353,466164000,Consumer,Rent,397260096,2022-10-30,2025-03-30,29,13698624,2,6.5,35525734,1
7645,3187,350868000,Consumer,Own,463691158,2024-05-15,2026-07-15,26,17834275,5,6.5,294235265,11
7646,3264,510840000,Automobile,Rent,391811838,2024-04-30,2026-04-30,24,16325493,3,7.5,371838041,11
7647,2440,324480000,Automobile,Other,209833845,2024-03-10,2024-09-10,6,34972307,1,7.5,77240899,2
7648,9402,519804000,Real Estate,Rent,937674501,2024-06-13,2029-01-13,55,17048627,2,6.5,358064391,12
7649,4842,716700000,Home,Rent,154043771,2022-01-15,2026-01-15,48,3209245,9,7,117197612,21
7650,3056,41256000,Business,Rent,12820895,2024-03-27,2025-01-27,10,1282089,7,8.5,9752482,1
7651,269,527652000,Consumer,Other,138350710,2021-07-23,2025-10-23,51,2712759,6,6.5,49684261,6
7652,2757,783732000,Consumer,Rent,326311440,2024-03-27,2028-07-27,52,6275220,6,6.5,198150998,12
7653,4030,565404000,Business,Rent,393204213,2023-03-23,2024-06-23,15,26213614,1,8.5,253662176,2
7654,2226,430824000,Real Estate,Own,380582235,2022-12-08,2026-12-08,48,7928796,5,6.5,51541059,13
7655,1609,493332000,Consumer,Rent,673132707,2020-08-18,2025-01-18,53,12700617,6,6.5,97952151,14
7656,3437,385596000,Others,Mortgage,857797327,2023-08-10,2028-03-10,55,15596315,4,9,703342172,24
7657,5443,252816000,Business,Mortgage,607133334,2023-01-31,2024-09-30,20,30356666,8,8.5,188182906,9
7658,4293,808188000,Consumer,Own,881614332,2024-05-26,2025-11-26,18,48978574,5,6.5,655623236,5
7659,3247,54240000,Consumer,Rent,282914696,2021-07-09,2026-04-09,57,4963415,3,6.5,124137322,9
7660,3145,515292000,Business,Other,255196164,2024-01-14,2027-09-14,44,5799912,4,8.5,240140271,12
7661,4391,341928000,Automobile,Other,887658866,2023-06-12,2025-07-12,25,35506354,9,7.5,583655945,1
7662,9798,395784000,Automobile,Mortgage,230337096,2023-10-15,2026-08-15,34,6774620,5,7.5,111483895,12
7663,8822,835392000,Home,Rent,274212988,2022-08-11,2026-04-11,44,6232113,6,7,158200208,8
7664,2653,56208000,Home,Own,228476078,2024-06-17,2025-08-17,14,16319719,6,7,173533579,5
7665,825,453468000,Others,Own,739995112,2024-01-11,2024-10-11,9,82221679,8,9,673948903,2
7666,766,659460000,Home,Mortgage,801950583,2024-04-11,2024-08-11,4,200487645,2,7,255358668,1
7667,9328,844656000,Business,Own,253905215,2021-11-21,2026-09-21,58,4377676,9,8.5,236194465,13
7668,8027,555000000,Consumer,Own,434992977,2024-04-01,2027-04-01,36,12083138,7,6.5,307536332,3
7669,7778,603360000,Consumer,Own,379250291,2023-10-23,2025-04-23,18,21069460,8,6.5,290176938,2
7670,82,447516000,Real Estate,Own,251385686,2024-04-08,2026-09-08,29,8668471,2,6.5,60870550,2
7671,2954,306384000,Consumer,Own,495024709,2023-11-17,2026-06-17,31,15968539,7,6.5,148385771,7
7672,7196,204288000,Others,Rent,648711779,2023-10-25,2024-12-25,14,46336555,8,9,221353765,3
7673,7867,380280000,Business,Own,321932859,2023-07-20,2024-09-20,14,22995204,8,8.5,241648482,2
7674,5688,797616000,Business,Own,247293655,2024-06-15,2028-04-15,46,5375949,6,8.5,8282260,6
7675,8758,667176000,Others,Rent,218765638,2023-12-02,2027-01-02,37,5912584,3,9,78052197,2
7676,2221,454272000,Others,Other,471510452,2021-04-07,2026-04-07,60,7858507,4,9,140031677,12
7677,2033,354000000,Consumer,Mortgage,356099377,2023-03-27,2024-07-27,16,22256211,9,6.5,299369568,7
7678,3817,723720000,Others,Mortgage,699845331,2020-11-06,2025-04-06,53,13204628,5,9,164475386,6
7679,5437,749820000,Automobile,Other,768125961,2023-02-24,2024-06-24,16,48007872,7,7.5,263152158,2
7680,7448,255288000,Consumer,Rent,893319353,2023-09-05,2024-09-05,12,74443279,9,6.5,873324743,4
7681,7692,185328000,Real Estate,Other,721458908,2022-02-23,2026-01-23,47,15350189,7,6.5,348505997,4
7682,673,784968000,Others,Rent,994458625,2022-11-04,2025-05-04,30,33148620,7,9,576724046,7
7683,492,477336000,Others,Other,580211967,2023-01-24,2026-12-24,47,12344935,5,9,289808715,14
7684,5148,291672000,Others,Other,161855989,2024-04-24,2024-08-24,4,40463997,7,9,138061961,1
7685,6537,440748000,Consumer,Own,451531493,2021-10-24,2025-09-24,47,9607053,7,6.5,208950845,4
7686,2378,614064000,Automobile,Mortgage,291544618,2023-07-26,2025-04-26,21,13883077,4,7.5,178924664,7
7687,2216,666900000,Real Estate,Mortgage,812797888,2022-08-03,2026-01-03,41,19824338,10,6.5,667344238,5
7688,6834,448860000,Consumer,Other,29753307,2024-05-21,2025-11-21,18,1652961,5,6.5,9180001,1
7689,775,773604000,Business,Mortgage,649486652,2024-03-31,2024-09-30,6,108247775,3,8.5,133124181,1
7690,3674,137928000,Consumer,Rent,490494005,2020-12-15,2025-04-15,52,9432577,3,6.5,229776453,14
7691,5600,197076000,Real Estate,Mortgage,732916527,2023-04-09,2025-07-09,27,27145056,7,6.5,130234383,3
7692,9170,804840000,Home,Mortgage,149872466,2024-05-20,2025-09-20,16,9367029,4,7,52626902,2
7693,2582,500460000,Others,Other,783429475,2023-02-07,2024-10-07,20,39171473,5,9,103709398,4
7694,3390,43404000,Home,Rent,231542207,2020-12-06,2025-10-06,58,3992107,3,7,227893312,6
7695,3321,560652000,Home,Own,82884463,2023-02-03,2024-11-03,21,3946879,1,7,6347648,7
